date,AbnormalAccruals,Accruals,AccrualsBM,Activism1,Activism2,AdExp,AgeIPO,AM,AnalystRevision,AnalystValue,AnnouncementReturn,AOP,AssetGrowth,Beta,BetaFP,BetaLiquidityPS,BetaTailRisk,betaVIX,BidAskSpread,BM,BMdec,BookLeverage,BPEBM,BrandInvest,Cash,CashProd,CBOperProf,CF,cfp,ChangeInRecommendation,ChAssetTurnover,ChEQ,ChForecastAccrual,ChInv,ChInvIA,ChNAnalyst,ChNNCOA,ChNWC,ChTax,CitationsRD,CompEquIss,CompositeDebtIssuance,ConsRecomm,ConvDebt,CoskewACX,Coskewness,CredRatDG,CustomerMomentum,DebtIssuance,DelBreadth,DelCOA,DelCOL,DelDRC,DelEqu,DelFINL,DelLTI,DelNetFin,DivInit,DivOmit,DivSeason,DivYieldST,dNoa,DolVol,DownRecomm,EarningsConsistency,EarningsForecastDisparity,EarningsStreak,EarningsSurprise,EarnSupBig,EBM,EntMult,EP,EquityDuration,ExchSwitch,ExclExp,FEPS,fgr5yrLag,FirmAge,FirmAgeMom,ForecastDispersion,FR,Frontier,Governance,GP,GrAdExp,grcapx,grcapx3y,GrLTNOA,GrSaleToGrInv,GrSaleToGrOverhead,Herf,HerfAsset,HerfBE,High52,hire,IdioRisk,IdioVol3F,IdioVolAHT,Illiquidity,IndIPO,IndMom,IndRetBig,IntanBM,IntanCFP,IntanEP,IntanSP,IntMom,Investment,InvestPPEInv,InvGrowth,IO_ShortInterest,iomom_cust,iomom_supp,Leverage,LRreversal,MaxRet,MeanRankRevGrowth,Mom12m,Mom12mOffSeason,Mom6m,Mom6mJunk,MomOffSeason,MomOffSeason06YrPlus,MomOffSeason11YrPlus,MomOffSeason16YrPlus,MomRev,MomSeason,MomSeason06YrPlus,MomSeason11YrPlus,MomSeason16YrPlus,MomSeasonShort,MomVol,MRreversal,MS,NetDebtFinance,NetDebtPrice,NetEquityFinance,NetPayoutYield,NOA,NumEarnIncrease,OperProf,OperProfRD,OPLeverage,OptionVolume1,OptionVolume2,OrderBacklog,OrderBacklogChg,OrgCap,OScore,PatentsRD,PayoutYield,PctAcc,PctTotAcc,PredictedFE,Price,PriceDelayRsq,PriceDelaySlope,PriceDelayTstat,ProbInformedTrading,PS,RD,RDAbility,RDcap,RDIPO,RDS,realestate,Recomm_ShortInterest,ResidualMomentum,retConglomerate,ReturnSkew,ReturnSkew3F,REV6,RevenueSurprise,RIO_Disp,RIO_MB,RIO_Turnover,RIO_Volatility,roaq,RoE,sfe,ShareIss1Y,ShareIss5Y,ShareRepurchase,ShareVol,ShortInterest,sinAlgo,Size,skew1,SmileSlope,SP,Spinoff,std_turn,STreversal,SurpriseRD,tang,Tax,TotalAccruals,TrendFactor,UpRecomm,VarCF,VolMkt,VolSD,VolumeTrend,XFIN,zerotrade,zerotradeAlt1,zerotradeAlt12
1926-11,,,,,,,,,,,,,,,,,,,-2.8935023603461314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5150199000555813,-0.1880606854675245,,1.466103355518384,,-0.6397030273650343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3210247106537496,,4.291499665147631,5.790465629610021,,,,0.32240302881747723,3.643792885266669,,,,,,,,,,,,,,1.3206909614911975,,,1.5758682258963876,1.3247770525182154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4269487266741685,,,,,,,,,,,,,,,0.6024710620943805,1.6530641401635888,,,,,-4.4148169401868795,-0.8989822789890594,,,,,,,0.6633165545299152,,,-1.500618849270451,,,,2.4854413416312657,,-0.10710176290944107,,,,,1.0997304861174286,,,,,,,0.08783152814883655,,
1926-12,,,,,,,,,,,,,,,,,,,-3.059130597525423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1501122255496048,-0.1880606854675245,,1.395455623207244,,-0.846806215067543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57846242856351,,2.6616344323964545,2.1046759650940157,,,,0.48061626273704605,1.893523375928292,,,,,,,,,,,,,,1.0467948458240541,,,1.54038632209174,1.0429358701743718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5075468073286369,,,,,,,,,,,,,,,0.6109725012032695,1.7756077783142863,,,,,-4.136541402145345,-1.0978742867874345,,,,,,,0.4277975687013077,,,-1.642234647398691,,,,2.567618314177083,,0.3489237904489509,,,,,1.1612111643222374,,,,,,,-0.20591888387930551,,
1927-01,,,,,,,,,,,,,,,,,,,-2.603854541328036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1891104436007502,-0.1880606854675245,,1.8027239395121029,,-0.7540708168305615,,,,,,,,,,,,,,,,-0.5584818707072268,,,,,,,,,,,,,,,2.61197524272443,,3.027896754661154,2.7230299078055165,,,,-0.23356051899747335,2.2403037814437377,,,,,,,,,,,,,,1.2438672386692746,,,2.0549723807134797,1.4058757435321385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1483150252069834,,,,,,,,,,,,,,,0.2472847631877413,0.9987332301636799,,,,,-1.0642257676780513,-0.8156354440794029,,,,,,,0.6681179174356847,,,-1.2706631186850894,,,,2.4249425444470285,,0.5191025893645311,,,,,1.3311105114585973,,,,,,,0.030987656432216223,,
1927-02,,,,,,,,,,,,,,,,,,,-2.635851864571797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2322439995406342,-0.1880606854675245,,2.2463327886653723,,-0.9624480617767953,,,,,,,,,,,,,,,,-1.1466776411444422,,,,,,,,,,,,,,,2.4543787559231984,,0.972511721027136,1.684989692227691,,,,-0.5386709830973955,2.6316862627140094,,,,,1.5363044119936813,,,,,,,,,1.1673797978876745,,9.901224632287295,2.4050120610548875,1.6456753914868818,,,,,,,,,,,0.9607146067180536,,,,,,,,,,,,,,,,,,,,,,,,-1.2729747645893799,,,,,,,,,,,,,,,0.15599880629112345,1.3703479183307277,,,,,-0.9505325480872914,-1.0948837375160545,,,,,,,0.21900453416214485,,,-1.2260613458195484,,,,2.073736905712621,,0.36654000031999556,,,,,1.5575207843041206,,,,,,,-0.33211302397965536,0.6901153521838025,
1927-03,,,,,,,,,,,,,,,,,,,-2.979862083782329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.499297587477496,-0.1880606854675245,10.283382889245607,2.6360284726569514,,-1.2037976954067362,,,,,,,,,,,,,,,,-0.15297130653938995,,,,,,,,,,,,,,,2.7737719410017383,,1.4708195720450912,2.0537378771717405,,,,-0.3015651664620977,3.0089631769195493,,,,,2.835414191592647,,,,,,,,,1.5364700635214938,,1.8010995184275538,2.904595232349699,2.050684344444557,,,,,,,,,,,1.9398531553051253,,,,,,,,,,,,,,,,,,,,,,,,-1.684142940668534,,,,,,,,,,,,,,,0.41022035059104045,1.7804783719012225,,,,,-0.644358035419951,-1.4580956167136447,,,,,,,0.6014027664622029,,,-1.6598313772537607,,,,2.4122825651340953,,0.16768820539261955,,,,,1.9562265502368794,,,,,,,0.032809036762254856,1.4139935112749658,0.32444780347260516
1927-04,,,,,,,,,,,,,,,,,,,-2.547045031992349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8634482432082238,-0.1880606854675245,13.526933159229134,2.7502097287973113,,-1.1462194244285113,,,,,,,,,,,,,,,,0.14708227920097217,,,,,,,,,,,,,,,2.9241060952091833,,1.7726477291944474,2.4268566946851897,,,,0.05423759193935526,3.3832307082648367,,,,,3.4797242186121213,,,,,,,,,1.0962882104416622,,2.0122851998085642,3.302204989072407,2.4429236674155828,,,,,,,,,,,2.2664733524499776,,,,,,,,,,,,,,,,,,,,,,,,-1.6390234950960374,,,,,,,,,,,,,,,0.2303029146380282,1.6326790330284193,,,,,-0.26335631092050343,-1.8661342977398914,,,,,,,0.8086372925530009,,,-0.9989197692463603,,,,2.4272483153590527,,0.33321991699245135,,,,,2.3175305061127442,,,,,,,0.26999344607054615,1.4197114826737216,0.7052704160955373
1927-05,,,,,,,,,,,,,,,,,,,-2.779568552932606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3246185277815654,-0.1880606854675245,18.824887537962052,1.9273481120224691,,-1.3328305151039086,,,,,,,,,,,,,,,,0.6215578004062949,,,,,,,,,,,,,,,3.2424450985024276,,1.0139285616214118,0.9549701924946722,,,,-0.024309029532819257,3.401713174445679,,,,,0.8185209539326519,,,,,,,,,0.725442784043071,,2.513567692876379,3.578246852995189,2.633949992024424,,,,,,,,,,,2.9114979654109296,,,,,,,,,,,,,,,,,,,,,,,,-1.8967908107614961,,,,,,,,,,,,,,,0.051067407628424086,1.8853515814214004,,,,,0.11324477385576844,-1.1374545196804207,,,,,,,0.9586928581628648,,,-0.9202582430146048,,,,2.4469916008107324,,0.36457872166231936,,,,,2.6802279515415934,,,,,,,0.5094702040519163,1.6650642308192396,1.1983557084138508
1927-06,,,,,,,,,,,,,,,,,,,-3.1234369845752794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4417381070766062,-0.1880606854675245,23.61211165421241,1.9032660804248853,,-1.3220520940264597,,,,,,,,,,,,,,,,0.9487741528407735,,,,,,,,,,,,,,,3.547414800035633,,0.8423831955723299,0.7387680333077217,,,,-0.09327594460489558,3.4033014227875142,,,,,0.9951588579348559,,,,,,,,,0.6389293550369096,,3.0409133366243215,4.007032573264447,2.9410774328038936,,,,,,,,,,,0.26447945786260274,,,,,,,,,,,,,,,,,,,,,,,,-2.0380636540600143,,,,,,,,,,,,,,,0.24194812849602407,1.7574382429611624,,,,,0.17349161604039678,-0.7188040908058271,,,,,,,1.2287150632289823,,,-0.884675278820446,,,,2.5767360488185975,,0.4388517369231137,,,,,2.7969433882446517,,,,,,,0.8806708600819413,2.2610765031196562,1.7389054090442835
1927-07,,,,,,,,,,,,,,,,,,,-3.4084346490007524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5394082739915544,-0.1880606854675245,3.9430744282659655,1.9444515199501418,,-1.556482757266402,,,,,,,,,,,,,,,,1.2735834783838877,,,,,,,,,,,,,,,3.43437792642557,,1.1834843726530435,1.1363302873218626,,,,0.13656381529925554,3.222128696921715,,,,,1.5441371542240392,,,,,,,,,0.9024688900029987,,3.3522884277014446,3.838739752907296,3.216651373941573,,,,,,,,,,,0.6735920983400182,,,,,,,,,,,,,,,,,,,,,,,,-2.1319781129835773,,,,,,,,,,,,,,,0.704055339117652,2.0945214187733567,,,,,-0.27583740951866,-0.8939464007110656,,,,,,,1.1799169762699238,,,-1.0908066787769664,,,,2.8698200075150146,,0.8297261269561533,,,,,3.1095965164548476,,,,,,,0.6077958948366372,1.8738920663107597,1.312188206657218
1927-08,,,,,,,,,,,,,,,,,,,-3.5781777617726305,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4978777567540418,,,,,,,,,,,,1.877581310329337,-0.1880606854675245,4.264286103346385,2.1521912902406033,,-1.4776553458674488,,,,,,,,,,,,,,,,1.2898764444752167,,,,,,,,,,,,,,,3.725646144776773,,1.285113030862673,1.2352130837244013,1.008144787419421,-16.714564699397638,,0.22550178866416792,3.54956127497289,,,,,2.041780950642241,,,,,,,,,0.6768911460604827,,2.4673929304189137,4.120787295703076,2.3344138419510863,,,,,,,,,,,0.6207635743377267,,-0.5301666264300421,,,,,,,,,,,,,,,,,,,,,,-2.397427915408436,,,,,,,,,,,,,,,0.8949951264473589,2.3944283919393192,,,,,-0.6431550281211016,-1.1357036337831392,,,,-0.0005686130756700495,,,1.4976584205573888,,,-1.4825768920714126,,,,3.164290711934342,,0.8175256524523894,,,,,3.115091127068779,,,0.3350474184982672,,,,0.9728596487108667,2.3576025715528637,1.4662902939577243
1927-09,,,,,,,,,,,,,,,,,,,-3.901971852311802,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2084585464346715,,,,,,,,,,,,1.975063924299551,-0.1880606854675245,5.010150789201635,2.391810596371187,,-1.835284042114203,,,,,,,,,,,,,,,,1.6779947262112478,,,,,,,,,,,,,,,4.117589811493911,,1.5899142030301872,1.4603787660271963,1.9182266017231029,-10.482230793398196,,0.21376416780969842,3.1207041247052216,,,,,2.5009827839095196,,,,,,,,,0.7694303591864502,,2.960538908190616,4.4900405474978715,2.6542692618204815,,,,,,,,,,,0.1046364036846239,,-1.3085961968722817,,,,,,,,,,,,,,,,,,,,,,-2.696401385182739,-0.22523620445908066,-1.0409149536087592,-1.2253879562387007,,,,,,,,,,,,1.2544472663783361,2.771270880339566,,,,,-0.6882859461933091,-1.0893823016168038,,,,-0.7155952857403064,,,1.248901143890705,,,-1.8785488503465237,,,,3.0840344900097794,,1.014561473750953,,,,,3.419432672576515,,,0.6755554359245509,,,,0.5531672381216461,2.0913804549419086,0.8996045851306896
1927-10,,,,,,,,,,,,,,,,,,,-4.222014170016353,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083053266378602,,,,,,,,,,,,2.2124011286153666,-0.1880606854675245,5.2852152829680445,2.678831640695226,,-1.6303229237605685,,,,,,,,,,,,,,,,1.9258938021117937,,,,,,,,,,,,,,,4.471596138100912,,1.619084933982546,1.5825635022385085,2.874405892222383,-3.2999025405672735,,0.3002924599691133,3.3300761460044623,,,,,2.460625852653029,,,,,,,,,0.9970331853675473,,3.264400497131453,4.421380780047895,2.9348225828010115,,,,,,,,,,,0.11599316473277123,,-2.031580440408504,,,,,,,,,,,,,,,,,,,,,,-2.941410673273719,0.14616185138281781,-1.573787725094353,0.3746323979943541,,,,,,,,,,,,1.2867380720708188,3.131747116186127,,,,,-0.34548245808752087,-1.0986029425414043,,,,-0.887074383765747,,,1.5181296588568436,,,-2.0233496628718686,,,,2.9001511543301706,,1.1861455515976147,,,,,3.545412554391642,,,1.3433886453358002,,,,0.976810485345035,2.1878149336366723,1.385610487765711
1927-11,,,,,,,,,,,,,,,,,,,-2.3269635126482484,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0180573865339702,,,,,,,,,,,,1.4062897189786647,-0.6781897768468615,3.1626329975516874,2.7261090963967076,,-1.564668922332198,,,,,,,,,,,,,,,,1.7101984683364109,,,,,,,,,,,,,,,2.0308656713430024,,1.1304504454385282,1.0248931052712837,1.0216981127712417,-0.2070957058277013,,0.007783186349604573,2.1104412088888833,,,,,1.3054229647549607,,,,,,,,,0.9280651604381617,,1.553703052809217,3.026124527664009,2.593310144304459,,,,,,,,,,,-0.851524879602126,,-0.14169939693417644,,,,,,,,,,,,,,,,,,,,,,-1.6972027098408484,0.4022426940602017,-0.8524457505510121,-0.024492257596020302,,,,,,,,,,,,1.6121292139269983,1.9999287114490922,,,,,-0.45672795551639694,-0.7741650338866067,,,,-0.004439864953365949,,,1.5386015236397024,,,-1.0062910752899799,,,,2.908576487740958,,1.5645138760096984,,,,,3.1270346969627303,,,0.5326666072073282,,,,0.8521135225625127,2.359426831281777,1.251652207366563
1927-12,,,,,,,,,,,,,,,,,,,-2.3942982268042603,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9879143239230821,,,,,,,,,,,,0.9850119557853598,0.5965077053651446,2.536577121864904,2.8485154106146386,,-1.5722517065643957,,,,,,,,,,,,,,,,2.012799742232177,,,,,,,,,,,,,,,2.022807755010364,,1.1056574249727653,0.8851475931915928,1.2117541080609506,-0.08726565984866311,,0.2275868653789982,2.339987386367066,,,,,1.5130740054534921,,,,,,,,,0.644343507145275,,1.3608008928135031,3.1917290259618594,2.5427373616965214,,,,,,,,,,,-0.7984598203154502,,-0.14567417120166962,,,,,,,,,,,,,,,,,,,,,,-1.5221023407334249,0.7252855635817237,-0.7086822072236958,0.3473948452593553,,,,,,,,,,,,1.9176761444941728,2.179290513358872,,,,,-0.5850015502272994,-1.2195757534084164,,,,-0.11235065285688896,,,1.5101813613504453,,,-1.0194495655524316,,,,2.594224470491997,,1.6511169638058103,,,,,3.4017580520025326,,,0.3311757615535916,,,,0.7704199257227599,1.6493985275073877,0.8415556050351221
1928-01,,,,,,,,,,,,,,,,,,,-1.5105050335083354,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798137405403252,,,,,,,,,,,,0.9273229321421057,1.0474543290546252,2.6733864747534164,3.1547443719554162,,-0.7563655446101234,,,,,,,,,,,,,,,,2.078416374748915,,,,,,,,,,,,,,,1.7185781028140037,,0.995897714218255,0.807119985470702,0.8129309127273625,0.46575894033093046,,0.516536620872784,2.6296083141511755,,,,,1.3526387419205792,,,,,,,,,0.5018986673703071,,1.6496765072124717,3.045769214839872,2.855418457319035,,1.8090229886036617,,,,,,,,,-0.8012997252979774,,0.17708955595733575,,,,,,,,,,,,,,,,,,,,,,-0.9397735359464712,1.2853224763266093,0.37753698275823755,-0.18478896178793514,,,,,,,,,,,,2.021746692780497,2.432028481969417,,,,,-0.3828181125810961,-1.326037264543431,,,,0.2692016562743346,,,1.8673389715415942,,,-0.23889026547181544,,,,2.276465369666006,,1.9859494967309894,,,,,3.6723925568581706,,,0.6820787181711668,,,,1.008837201283768,2.0168368599018702,1.3420522500893204
1928-02,,,,,,,,,,,,,,,,,,,-1.5196451355722236,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7850177859931675,,,,,,,,,,,,1.1021606481772717,0.6239386971962977,2.74449560427931,3.285007819042011,,-0.4211078746085343,,,,,,,,,,,,,,,,2.1378012561085646,,,,,,,,,,,,,,,1.7291867224150401,,1.1403858627746555,0.9411831620166985,1.1563646293759258,0.4744928914192003,,0.4238536066990196,2.7736653288905453,,,,,1.0347985106746054,,,,,,,,,0.5863864838989321,,1.2970478502589704,2.706491691761402,2.6756584381078348,,2.5149348066815405,,,,,1.40269174661307,,,,-1.1230002445365603,0.6896378155599969,0.211494478748754,,,,,,,,,,,,,,,,,,,,,,-0.9061269645580324,1.7899405802778492,0.7187736067498649,0.08833694486587736,,,,,,,,,,,,2.0268051245221175,2.6992473644573294,,,,,-0.5423306473518097,-0.9439716867440502,,,,0.17610709768401456,,,2.1874218958943312,,,-0.25590046814521317,,,,2.3997573040889026,2.3444620319006053,2.0581396187840584,,,,,3.9228705059154643,,,1.1104932200783593,2.4405165081419153,,,1.2887285756004843,2.388776757207416,1.5345312992642062
